source,target,type
Mauritius,Kosovo,area
Mauritius,Palestine,area
Mauritius,Cape Verde,area
Greece,Nicaragua,area
Croatia,Dominican Republic,area
Croatia,Bosnia and Herzegovina,area
Croatia,Costa Rica,area
Croatia,Latvia,area
Croatia,Togo,area
Croatia,Lithuania,area
Croatia,Slovakia,area
Morocco,Iraq,area
Morocco,Sweden,area
Netherlands,Dominican Republic,area
Netherlands,Bosnia and Herzegovina,area
Netherlands,Costa Rica,area
Netherlands,Denmark,area
Netherlands,Estonia,area
Netherlands,Slovakia,area
Netherlands,Moldova,area
Netherlands,Bhutan,area
Netherlands,Taiwan,area
Fiji,Lebanon,area
Fiji,Qatar,area
Fiji,Montenegro,area
Fiji,Eswatini,area
Fiji,El Salvador,area
Fiji,Cyprus,area
Fiji,Slovenia,area
Fiji,Haiti,area
Fiji,Equatorial Guinea,area
Fiji,Vanuatu,area
Fiji,Rwanda,area
Fiji,Timor-Leste,area
Fiji,Gambia,area
Fiji,Bahamas,area
Fiji,Kuwait,area
Fiji,Belize,area
Fiji,Jamaica,area
Fiji,Israel,area
Fiji,Kosovo,area
Liechtenstein,Monaco,area
Liechtenstein,Cyprus,area
Liechtenstein,San Marino,area
Liechtenstein,Marshall Islands,area
Liechtenstein,Luxembourg,area
Liechtenstein,Nauru,area
Liechtenstein,Dominica,area
Liechtenstein,Tuvalu,area
Liechtenstein,Saint Lucia,area
Liechtenstein,Palau,area
Liechtenstein,Bahrain,area
Liechtenstein,Trinidad and Tobago,area
Liechtenstein,Vatican City,area
Liechtenstein,Antigua and Barbuda,area
Liechtenstein,Micronesia,area
Liechtenstein,Samoa,area
Liechtenstein,Saint Vincent and the Grenadines,area
Liechtenstein,Seychelles,area
Liechtenstein,Malta,area
Liechtenstein,Maldives,area
Liechtenstein,Brunei,area
Liechtenstein,Comoros,area
Liechtenstein,Tonga,area
Liechtenstein,Kiribati,area
Liechtenstein,Palestine,area
Liechtenstein,Cape Verde,area
Nepal,Tajikistan,area
Georgia,Latvia,area
Georgia,Czechia,area
Georgia,Panama,area
Georgia,Ireland,area
Georgia,Lithuania,area
Monaco,Cyprus,area
Monaco,San Marino,area
Monaco,Marshall Islands,area
Monaco,Luxembourg,area
Monaco,Nauru,area
Monaco,Dominica,area
Monaco,Tuvalu,area
Monaco,Saint Lucia,area
Monaco,Palau,area
Monaco,Bahrain,area
Monaco,Trinidad and Tobago,area
Monaco,Vatican City,area
Monaco,Antigua and Barbuda,area
Monaco,Micronesia,area
Monaco,Samoa,area
Monaco,Saint Vincent and the Grenadines,area
Monaco,Seychelles,area
Monaco,Malta,area
Monaco,Maldives,area
Monaco,Brunei,area
Monaco,Comoros,area
Monaco,Tonga,area
Monaco,Kiribati,area
Monaco,Palestine,area
Monaco,Cape Verde,area
Botswana,Madagascar,area
Botswana,Kenya,area
Lebanon,Qatar,area
Lebanon,Montenegro,area
Lebanon,Eswatini,area
Lebanon,Cyprus,area
Lebanon,Slovenia,area
Lebanon,Luxembourg,area
Lebanon,Dominica,area
Lebanon,Saint Lucia,area
Lebanon,Palau,area
Lebanon,Bahrain,area
Lebanon,Vanuatu,area
Lebanon,Trinidad and Tobago,area
Lebanon,Timor-Leste,area
Lebanon,Micronesia,area
Lebanon,Samoa,area
Lebanon,Seychelles,area
Lebanon,Gambia,area
Lebanon,Bahamas,area
Lebanon,Kuwait,area
Lebanon,Jamaica,area
Lebanon,Brunei,area
Lebanon,Comoros,area
Lebanon,Tonga,area
Lebanon,Kiribati,area
Lebanon,Kosovo,area
Lebanon,Palestine,area
Lebanon,Cape Verde,area
Dominican Republic,Bosnia and Herzegovina,area
Dominican Republic,Costa Rica,area
Dominican Republic,Denmark,area
Dominican Republic,Togo,area
Dominican Republic,Estonia,area
Dominican Republic,Slovakia,area
Qatar,Montenegro,area
Qatar,Eswatini,area
Qatar,El Salvador,area
Qatar,Cyprus,area
Qatar,Slovenia,area
Qatar,Luxembourg,area
Qatar,Vanuatu,area
Qatar,Trinidad and Tobago,area
Qatar,Timor-Leste,area
Qatar,Samoa,area
Qatar,Gambia,area
Qatar,Bahamas,area
Qatar,Kuwait,area
Qatar,Jamaica,area
Qatar,Brunei,area
Qatar,Comoros,area
Qatar,Israel,area
Qatar,Kosovo,area
Qatar,Palestine,area
Qatar,Cape Verde,area
Madagascar,Kenya,area
Syria,Cambodia,area
Syria,Uruguay,area
Montenegro,Eswatini,area
Montenegro,El Salvador,area
Montenegro,Cyprus,area
Montenegro,Slovenia,area
Montenegro,Vanuatu,area
Montenegro,Trinidad and Tobago,area
Montenegro,Timor-Leste,area
Montenegro,Gambia,area
Montenegro,Bahamas,area
Montenegro,Kuwait,area
Montenegro,Belize,area
Montenegro,Jamaica,area
Montenegro,Brunei,area
Montenegro,Israel,area
Montenegro,Kosovo,area
Montenegro,Palestine,area
Montenegro,Cape Verde,area
Eswatini,El Salvador,area
Eswatini,Cyprus,area
Eswatini,Slovenia,area
Eswatini,Vanuatu,area
Eswatini,Rwanda,area
Eswatini,Timor-Leste,area
Eswatini,Gambia,area
Eswatini,Bahamas,area
Eswatini,Kuwait,area
Eswatini,Belize,area
Eswatini,Jamaica,area
Eswatini,Israel,area
Eswatini,Kosovo,area
El Salvador,Slovenia,area
El Salvador,Lesotho,area
El Salvador,Haiti,area
El Salvador,Equatorial Guinea,area
El Salvador,Vanuatu,area
El Salvador,Rwanda,area
El Salvador,Timor-Leste,area
El Salvador,Armenia,area
El Salvador,Bahamas,area
El Salvador,Kuwait,area
El Salvador,Albania,area
El Salvador,Belize,area
El Salvador,Belgium,area
El Salvador,Israel,area
United Arab Emirates,Czechia,area
United Arab Emirates,Austria,area
United Arab Emirates,Panama,area
United Arab Emirates,Jordan,area
United Arab Emirates,Serbia,area
United Arab Emirates,Portugal,area
Bulgaria,Cuba,area
Bulgaria,Malawi,area
Bulgaria,Iceland,area
Bulgaria,Honduras,area
Bulgaria,Eritrea,area
Bulgaria,Guatemala,area
Bulgaria,Liberia,area
Cambodia,Uruguay,area
Cuba,Malawi,area
Cuba,Iceland,area
Cuba,Honduras,area
Cuba,Eritrea,area
Cuba,South Korea,area
Cuba,Guatemala,area
Cuba,Liberia,area
Kyrgyzstan,Belarus,area
Malaysia,Vietnam,area
Malaysia,Norway,area
Malaysia,Côte d'Ivoire,area
Cyprus,San Marino,area
Cyprus,Marshall Islands,area
Cyprus,Luxembourg,area
Cyprus,Nauru,area
Cyprus,Dominica,area
Cyprus,Tuvalu,area
Cyprus,Saint Lucia,area
Cyprus,Palau,area
Cyprus,Bahrain,area
Cyprus,Vanuatu,area
Cyprus,Trinidad and Tobago,area
Cyprus,Timor-Leste,area
Cyprus,Vatican City,area
Cyprus,Antigua and Barbuda,area
Cyprus,Micronesia,area
Cyprus,Samoa,area
Cyprus,Saint Vincent and the Grenadines,area
Cyprus,Seychelles,area
Cyprus,Malta,area
Cyprus,Gambia,area
Cyprus,Bahamas,area
Cyprus,Kuwait,area
Cyprus,Maldives,area
Cyprus,Jamaica,area
Cyprus,Brunei,area
Cyprus,Comoros,area
Cyprus,Tonga,area
Cyprus,Kiribati,area
Cyprus,Kosovo,area
Cyprus,Palestine,area
Cyprus,Cape Verde,area
Malawi,Honduras,area
Malawi,Eritrea,area
Malawi,Guatemala,area
Malawi,Liberia,area
Bosnia and Herzegovina,Costa Rica,area
Bosnia and Herzegovina,Denmark,area
Bosnia and Herzegovina,Togo,area
Bosnia and Herzegovina,Estonia,area
Bosnia and Herzegovina,Slovakia,area
Ethiopia,Bolivia,area
Spain,Thailand,area
Slovenia,Haiti,area
Slovenia,Equatorial Guinea,area
Slovenia,Vanuatu,area
Slovenia,Rwanda,area
Slovenia,Timor-Leste,area
Slovenia,Armenia,area
Slovenia,Gambia,area
Slovenia,Bahamas,area
Slovenia,Kuwait,area
Slovenia,Albania,area
Slovenia,Belize,area
Slovenia,Jamaica,area
Slovenia,Israel,area
Slovenia,Kosovo,area
Oman,Poland,area
San Marino,Marshall Islands,area
San Marino,Luxembourg,area
San Marino,Nauru,area
San Marino,Dominica,area
San Marino,Tuvalu,area
San Marino,Saint Lucia,area
San Marino,Palau,area
San Marino,Bahrain,area
San Marino,Trinidad and Tobago,area
San Marino,Vatican City,area
San Marino,Antigua and Barbuda,area
San Marino,Micronesia,area
San Marino,Samoa,area
San Marino,Saint Vincent and the Grenadines,area
San Marino,Seychelles,area
San Marino,Malta,area
San Marino,Maldives,area
San Marino,Brunei,area
San Marino,Comoros,area
San Marino,Tonga,area
San Marino,Kiribati,area
San Marino,Palestine,area
San Marino,Cape Verde,area
Lesotho,Haiti,area
Lesotho,Equatorial Guinea,area
Lesotho,Rwanda,area
Lesotho,Moldova,area
Lesotho,Armenia,area
Lesotho,Albania,area
Lesotho,Belize,area
Lesotho,Bhutan,area
Lesotho,Belgium,area
Lesotho,Israel,area
Lesotho,Taiwan,area
Marshall Islands,Luxembourg,area
Marshall Islands,Nauru,area
Marshall Islands,Dominica,area
Marshall Islands,Tuvalu,area
Marshall Islands,Saint Lucia,area
Marshall Islands,Palau,area
Marshall Islands,Bahrain,area
Marshall Islands,Trinidad and Tobago,area
Marshall Islands,Vatican City,area
Marshall Islands,Antigua and Barbuda,area
Marshall Islands,Micronesia,area
Marshall Islands,Samoa,area
Marshall Islands,Saint Vincent and the Grenadines,area
Marshall Islands,Seychelles,area
Marshall Islands,Malta,area
Marshall Islands,Maldives,area
Marshall Islands,Brunei,area
Marshall Islands,Comoros,area
Marshall Islands,Tonga,area
Marshall Islands,Kiribati,area
Marshall Islands,Palestine,area
Marshall Islands,Cape Verde,area
Iceland,Honduras,area
Iceland,South Korea,area
Iceland,Guatemala,area
Iceland,Liberia,area
Luxembourg,Nauru,area
Luxembourg,Dominica,area
Luxembourg,Tuvalu,area
Luxembourg,Saint Lucia,area
Luxembourg,Palau,area
Luxembourg,Bahrain,area
Luxembourg,Vanuatu,area
Luxembourg,Trinidad and Tobago,area
Luxembourg,Vatican City,area
Luxembourg,Antigua and Barbuda,area
Luxembourg,Micronesia,area
Luxembourg,Samoa,area
Luxembourg,Saint Vincent and the Grenadines,area
Luxembourg,Seychelles,area
Luxembourg,Malta,area
Luxembourg,Gambia,area
Luxembourg,Maldives,area
Luxembourg,Jamaica,area
Luxembourg,Brunei,area
Luxembourg,Comoros,area
Luxembourg,Tonga,area
Luxembourg,Kiribati,area
Luxembourg,Kosovo,area
Luxembourg,Palestine,area
Luxembourg,Cape Verde,area
Nauru,Dominica,area
Nauru,Tuvalu,area
Nauru,Saint Lucia,area
Nauru,Palau,area
Nauru,Bahrain,area
Nauru,Trinidad and Tobago,area
Nauru,Vatican City,area
Nauru,Antigua and Barbuda,area
Nauru,Micronesia,area
Nauru,Samoa,area
Nauru,Saint Vincent and the Grenadines,area
Nauru,Seychelles,area
Nauru,Malta,area
Nauru,Maldives,area
Nauru,Brunei,area
Nauru,Comoros,area
Nauru,Tonga,area
Nauru,Kiribati,area
Nauru,Palestine,area
Nauru,Cape Verde,area
Dominica,Tuvalu,area
Dominica,Saint Lucia,area
Dominica,Palau,area
Dominica,Bahrain,area
Dominica,Trinidad and Tobago,area
Dominica,Vatican City,area
Dominica,Antigua and Barbuda,area
Dominica,Micronesia,area
Dominica,Samoa,area
Dominica,Saint Vincent and the Grenadines,area
Dominica,Seychelles,area
Dominica,Malta,area
Dominica,Gambia,area
Dominica,Maldives,area
Dominica,Brunei,area
Dominica,Comoros,area
Dominica,Tonga,area
Dominica,Kiribati,area
Dominica,Palestine,area
Dominica,Cape Verde,area
Costa Rica,Denmark,area
Costa Rica,Togo,area
Costa Rica,Estonia,area
Costa Rica,Slovakia,area
Haiti,Equatorial Guinea,area
Haiti,Rwanda,area
Haiti,Moldova,area
Haiti,Armenia,area
Haiti,Kuwait,area
Haiti,Albania,area
Haiti,Belize,area
Haiti,Belgium,area
Haiti,Israel,area
Haiti,Taiwan,area
Tuvalu,Saint Lucia,area
Tuvalu,Palau,area
Tuvalu,Bahrain,area
Tuvalu,Trinidad and Tobago,area
Tuvalu,Vatican City,area
Tuvalu,Antigua and Barbuda,area
Tuvalu,Micronesia,area
Tuvalu,Samoa,area
Tuvalu,Saint Vincent and the Grenadines,area
Tuvalu,Seychelles,area
Tuvalu,Malta,area
Tuvalu,Maldives,area
Tuvalu,Brunei,area
Tuvalu,Comoros,area
Tuvalu,Tonga,area
Tuvalu,Kiribati,area
Tuvalu,Palestine,area
Tuvalu,Cape Verde,area
Honduras,Eritrea,area
Honduras,Guatemala,area
Honduras,Liberia,area
Equatorial Guinea,Rwanda,area
Equatorial Guinea,Moldova,area
Equatorial Guinea,Armenia,area
Equatorial Guinea,Albania,area
Equatorial Guinea,Belize,area
Equatorial Guinea,Belgium,area
Equatorial Guinea,Israel,area
Equatorial Guinea,Taiwan,area
Saint Lucia,Palau,area
Saint Lucia,Bahrain,area
Saint Lucia,Trinidad and Tobago,area
Saint Lucia,Vatican City,area
Saint Lucia,Antigua and Barbuda,area
Saint Lucia,Micronesia,area
Saint Lucia,Samoa,area
Saint Lucia,Saint Vincent and the Grenadines,area
Saint Lucia,Seychelles,area
Saint Lucia,Malta,area
Saint Lucia,Maldives,area
Saint Lucia,Brunei,area
Saint Lucia,Comoros,area
Saint Lucia,Tonga,area
Saint Lucia,Kiribati,area
Saint Lucia,Palestine,area
Saint Lucia,Cape Verde,area
Belarus,Guyana,area
Latvia,Togo,area
Latvia,Ireland,area
Latvia,Lithuania,area
Palau,Bahrain,area
Palau,Trinidad and Tobago,area
Palau,Vatican City,area
Palau,Antigua and Barbuda,area
Palau,Micronesia,area
Palau,Samoa,area
Palau,Saint Vincent and the Grenadines,area
Palau,Seychelles,area
Palau,Malta,area
Palau,Maldives,area
Palau,Brunei,area
Palau,Comoros,area
Palau,Tonga,area
Palau,Kiribati,area
Palau,Palestine,area
Palau,Cape Verde,area
Philippines,Republic of the Congo,area
Denmark,Estonia,area
Denmark,Slovakia,area
Denmark,Moldova,area
Denmark,Bhutan,area
Denmark,Taiwan,area
Guinea,Romania,area
Guinea,Ghana,area
Bahrain,Trinidad and Tobago,area
Bahrain,Vatican City,area
Bahrain,Antigua and Barbuda,area
Bahrain,Micronesia,area
Bahrain,Samoa,area
Bahrain,Saint Vincent and the Grenadines,area
Bahrain,Seychelles,area
Bahrain,Malta,area
Bahrain,Gambia,area
Bahrain,Maldives,area
Bahrain,Brunei,area
Bahrain,Comoros,area
Bahrain,Tonga,area
Bahrain,Kiribati,area
Bahrain,Palestine,area
Bahrain,Cape Verde,area
Czechia,Austria,area
Czechia,Panama,area
Czechia,Ireland,area
Czechia,Serbia,area
Vanuatu,Trinidad and Tobago,area
Vanuatu,Timor-Leste,area
Vanuatu,Samoa,area
Vanuatu,Gambia,area
Vanuatu,Bahamas,area
Vanuatu,Kuwait,area
Vanuatu,Jamaica,area
Vanuatu,Brunei,area
Vanuatu,Israel,area
Vanuatu,Kosovo,area
Vanuatu,Palestine,area
Vanuatu,Cape Verde,area
Togo,Lithuania,area
Togo,Slovakia,area
Rwanda,Moldova,area
Rwanda,Armenia,area
Rwanda,Kuwait,area
Rwanda,Albania,area
Rwanda,Belize,area
Rwanda,Belgium,area
Rwanda,Israel,area
Rwanda,Taiwan,area
Estonia,Slovakia,area
Estonia,Bhutan,area
Estonia,Taiwan,area
Romania,Ghana,area
Trinidad and Tobago,Timor-Leste,area
Trinidad and Tobago,Vatican City,area
Trinidad and Tobago,Antigua and Barbuda,area
Trinidad and Tobago,Micronesia,area
Trinidad and Tobago,Samoa,area
Trinidad and Tobago,Saint Vincent and the Grenadines,area
Trinidad and Tobago,Seychelles,area
Trinidad and Tobago,Malta,area
Trinidad and Tobago,Gambia,area
Trinidad and Tobago,Bahamas,area
Trinidad and Tobago,Maldives,area
Trinidad and Tobago,Jamaica,area
Trinidad and Tobago,Brunei,area
Trinidad and Tobago,Comoros,area
Trinidad and Tobago,Tonga,area
Trinidad and Tobago,Kiribati,area
Trinidad and Tobago,Kosovo,area
Trinidad and Tobago,Palestine,area
Trinidad and Tobago,Cape Verde,area
Timor-Leste,Gambia,area
Timor-Leste,Bahamas,area
Timor-Leste,Kuwait,area
Timor-Leste,Belize,area
Timor-Leste,Jamaica,area
Timor-Leste,Brunei,area
Timor-Leste,Israel,area
Timor-Leste,Kosovo,area
Timor-Leste,Palestine,area
Vietnam,Norway,area
Vietnam,Côte d'Ivoire,area
Vatican City,Antigua and Barbuda,area
Vatican City,Micronesia,area
Vatican City,Samoa,area
Vatican City,Saint Vincent and the Grenadines,area
Vatican City,Seychelles,area
Vatican City,Malta,area
Vatican City,Maldives,area
Vatican City,Brunei,area
Vatican City,Comoros,area
Vatican City,Tonga,area
Vatican City,Kiribati,area
Vatican City,Palestine,area
Vatican City,Cape Verde,area
Austria,Panama,area
Austria,Jordan,area
Austria,Serbia,area
Austria,Portugal,area
Antigua and Barbuda,Micronesia,area
Antigua and Barbuda,Samoa,area
Antigua and Barbuda,Saint Vincent and the Grenadines,area
Antigua and Barbuda,Seychelles,area
Antigua and Barbuda,Malta,area
Antigua and Barbuda,Maldives,area
Antigua and Barbuda,Brunei,area
Antigua and Barbuda,Comoros,area
Antigua and Barbuda,Tonga,area
Antigua and Barbuda,Kiribati,area
Antigua and Barbuda,Palestine,area
Antigua and Barbuda,Cape Verde,area
Panama,Ireland,area
Micronesia,Samoa,area
Micronesia,Saint Vincent and the Grenadines,area
Micronesia,Seychelles,area
Micronesia,Malta,area
Micronesia,Gambia,area
Micronesia,Maldives,area
Micronesia,Brunei,area
Micronesia,Comoros,area
Micronesia,Tonga,area
Micronesia,Kiribati,area
Micronesia,Palestine,area
Micronesia,Cape Verde,area
Ireland,Lithuania,area
Norway,Côte d'Ivoire,area
Central African Republic,South Sudan,area
Burkina Faso,Ecuador,area
Burkina Faso,New Zealand,area
Eritrea,Guatemala,area
Eritrea,Liberia,area
South Korea,Guatemala,area
South Korea,Portugal,area
Jordan,Serbia,area
Jordan,Portugal,area
Angola,Mali,area
Moldova,Armenia,area
Moldova,Albania,area
Moldova,Bhutan,area
Moldova,Belgium,area
Moldova,Taiwan,area
Armenia,Albania,area
Armenia,Belize,area
Armenia,Bhutan,area
Armenia,Belgium,area
Armenia,Israel,area
Armenia,Taiwan,area
Samoa,Saint Vincent and the Grenadines,area
Samoa,Seychelles,area
Samoa,Malta,area
Samoa,Gambia,area
Samoa,Maldives,area
Samoa,Jamaica,area
Samoa,Brunei,area
Samoa,Comoros,area
Samoa,Tonga,area
Samoa,Kiribati,area
Samoa,Kosovo,area
Samoa,Palestine,area
Samoa,Cape Verde,area
Saint Vincent and the Grenadines,Seychelles,area
Saint Vincent and the Grenadines,Malta,area
Saint Vincent and the Grenadines,Maldives,area
Saint Vincent and the Grenadines,Brunei,area
Saint Vincent and the Grenadines,Comoros,area
Saint Vincent and the Grenadines,Tonga,area
Saint Vincent and the Grenadines,Kiribati,area
Saint Vincent and the Grenadines,Palestine,area
Saint Vincent and the Grenadines,Cape Verde,area
Seychelles,Malta,area
Seychelles,Maldives,area
Seychelles,Brunei,area
Seychelles,Comoros,area
Seychelles,Tonga,area
Seychelles,Kiribati,area
Seychelles,Palestine,area
Seychelles,Cape Verde,area
Guatemala,Liberia,area
Ecuador,New Zealand,area
Malta,Maldives,area
Malta,Brunei,area
Malta,Comoros,area
Malta,Tonga,area
Malta,Kiribati,area
Malta,Palestine,area
Malta,Cape Verde,area
Gambia,Bahamas,area
Gambia,Kuwait,area
Gambia,Jamaica,area
Gambia,Brunei,area
Gambia,Comoros,area
Gambia,Tonga,area
Gambia,Kiribati,area
Gambia,Kosovo,area
Gambia,Palestine,area
Gambia,Cape Verde,area
Nigeria,Venezuela,area
Bahamas,Kuwait,area
Bahamas,Belize,area
Bahamas,Jamaica,area
Bahamas,Brunei,area
Bahamas,Israel,area
Bahamas,Kosovo,area
Bahamas,Palestine,area
Bahamas,Cape Verde,area
Kuwait,Belize,area
Kuwait,Jamaica,area
Kuwait,Israel,area
Kuwait,Kosovo,area
Maldives,Brunei,area
Maldives,Comoros,area
Maldives,Tonga,area
Maldives,Kiribati,area
Maldives,Palestine,area
Maldives,Cape Verde,area
Albania,Belize,area
Albania,Bhutan,area
Albania,Belgium,area
Albania,Israel,area
Albania,Taiwan,area
Serbia,Portugal,area
Belize,Belgium,area
Belize,Israel,area
Bhutan,Belgium,area
Bhutan,Taiwan,area
Jamaica,Brunei,area
Jamaica,Comoros,area
Jamaica,Israel,area
Jamaica,Kosovo,area
Jamaica,Palestine,area
Jamaica,Cape Verde,area
Poland,Côte d'Ivoire,area
Brunei,Comoros,area
Brunei,Tonga,area
Brunei,Kiribati,area
Brunei,Kosovo,area
Brunei,Palestine,area
Brunei,Cape Verde,area
Comoros,Tonga,area
Comoros,Kiribati,area
Comoros,Kosovo,area
Comoros,Palestine,area
Comoros,Cape Verde,area
Tonga,Kiribati,area
Tonga,Palestine,area
Tonga,Cape Verde,area
Kiribati,Palestine,area
Kiribati,Cape Verde,area
Belgium,Israel,area
Belgium,Taiwan,area
Israel,Kosovo,area
Kosovo,Palestine,area
Kosovo,Cape Verde,area
Palestine,Cape Verde,area
Grenada,Barbados,population
Grenada,Saint Kitts and Nevis,population
Grenada,Andorra,population
Grenada,Solomon Islands,population
Grenada,Djibouti,population
Grenada,Fiji,population
Grenada,Liechtenstein,population
Grenada,Monaco,population
Grenada,Montenegro,population
Grenada,San Marino,population
Grenada,Marshall Islands,population
Grenada,Iceland,population
Grenada,Luxembourg,population
Grenada,Nauru,population
Grenada,Dominica,population
Grenada,Tuvalu,population
Grenada,Saint Lucia,population
Grenada,Palau,population
Grenada,Suriname,population
Grenada,Vanuatu,population
Grenada,Guyana,population
Grenada,Vatican City,population
Grenada,Antigua and Barbuda,population
Grenada,Micronesia,population
Grenada,Samoa,population
Grenada,Saint Vincent and the Grenadines,population
Grenada,Seychelles,population
Grenada,Malta,population
Grenada,Bahamas,population
Grenada,Maldives,population
Grenada,Belize,population
Grenada,Bhutan,population
Grenada,Brunei,population
Grenada,Comoros,population
Grenada,Tonga,population
Grenada,Kiribati,population
Grenada,Cape Verde,population
Switzerland,Sierra Leone,population
Switzerland,Papua New Guinea,population
Switzerland,Belarus,population
Switzerland,Togo,population
Switzerland,Austria,population
Switzerland,Tajikistan,population
Switzerland,Israel,population
Sierra Leone,Laos,population
